time,value,delta
1667960929,92,-605548
1667960932,92,-605592
1667960937,92,-605633
1667960939,100,-605678
1667960944,100,-605719
1667960972,65,-605738
1667960974,65,-605782
1667960975,65,-605828
1667960983,65,-605866
1667960985,65,-605911
1667961018,92,-605924
1667961019,92,-605970
1667961037,100,-605998
1667961049,100,-606033
1667961080,88,-606048
1667961084,88,-606091
1667961086,88,-606135
1667961107,88,-606161
1667961107,88,-606207
1667961109,88,-606252
1667961139,88,-606268
1667961168,88,-606286
1667961169,88,-606331
1667961172,88,-606375
1667961199,88,-606394
1667961230,88,-606410
1667961260,84,-606426
1667961278,84,-606454
1667961290,84,-606489
1667961299,84,-606526
1667961302,84,-606570
1667961319,84,-606599
1667961347,84,-606618
1667961349,84,-606662
1667961350,84,-606708
1667961380,84,-606724
1667961407,84,-606744
1667961410,84,-606787
1667961418,84,-606826
1667961440,84,-606850
1667961448,84,-606889
1667961448,84,-606935
1667961464,84,-606966
1667961470,88,-607006
1667961474,88,-607049
1667961476,88,-607093
1667961490,88,-607126
1667961493,88,-607169
1667961500,88,-607209
1667961511,88,-607244
1667961513,88,-607289
1667961520,88,-607328
1667961527,88,-607368
1667961530,88,-607411
1667961540,88,-607448
1667961558,88,-607476
1667961560,88,-607521
1667961566,88,-607561
1667961567,88,-607607
1667961571,88,-607649
1667961583,88,-607684
1667961584,88,-607729
1667961590,88,-607770
1667961592,88,-607814
1667961595,88,-607857
1667961596,88,-607903
1667961599,88,-607946
1667961618,88,-607974
1667961620,84,-608018
1667961634,84,-608051
1667961635,84,-608096
1667961640,84,-608138
1667961641,84,-608183
1667961650,84,-608221
1667961654,84,-608263
1667961655,84,-608309
1667961672,84,-608338
1667961674,84,-608383
1667961678,84,-608425
1667961680,84,-608470
1667961684,84,-608512
1667961704,84,-608539
1667961707,84,-608582
1667961710,84,-608626
1667961721,84,-608661
1667961724,84,-608705
1667961734,84,-608741
1667961735,84,-608787
1667961740,84,-608828
1667961742,84,-608873
1667961743,84,-608918
1667961770,84,-608938
1667961787,84,-608967
1667961789,84,-609012
1667961791,84,-609056
1667961792,84,-609102
1667961799,84,-609141
1667961800,84,-609187
1667961830,92,-609203
1667961831,92,-609249
1667961852,92,-609274
1667961853,92,-609320
1667961856,92,-609363
1667961879,92,-609386
1667961882,100,-609430
1667961886,100,-609472
1667961912,84,-609493
1667961942,84,-609509
1667961954,84,-609544
1667961972,84,-609572
1667961994,84,-609597
1667962006,84,-609631
1667962007,84,-609677
1667962029,84,-609701
1667962031,88,-609746
1667962036,88,-609787
1667962043,88,-609827
1667962059,88,-609857
1667962060,88,-609903
1667962066,100,-609943
1667962072,100,-609984
1667962077,100,-610025
1667962082,100,-610067
1667962084,100,-610111
1667962088,100,-610154
1667962095,88,-610193
1667962107,88,-610228
1667962116,88,-610265
1667962119,88,-610309
1667962129,92,-610345
1667962131,92,-610390
1667962146,92,-610421
1667962148,92,-610466
1667962151,92,-610509
1667962154,92,-610553
1667962160,100,-610593
1667962171,100,-610629
1667962172,100,-610674
1667962190,100,-610703
1667962202,100,-610737
1667962203,100,-610783
1667962228,100,-610804
1667962233,88,-610845
1667962237,88,-610888
1667962258,84,-610913
1667962259,84,-610959
1667962288,92,-610976
1667962289,92,-611022
1667962292,92,-611065
1667962300,92,-611104
1667962314,96,-611136
1667962326,96,-611171
1667962330,96,-611213
1667962341,96,-611249
1667962360,96,-611276
1667962379,96,-611304
1667962398,96,-611331
1667962431,96,-611345
1667962443,96,-611379
1667962446,96,-611423
1667962460,96,-611455
1667962461,96,-611501
1667962569,96,-611439
1667962586,96,-611469
1667962587,96,-611514
1667962588,96,-611560
1667962589,96,-611605
1667962599,73,-611642
1667962619,73,-611668
1667962621,73,-611713
1667962629,80,-611751
1667962632,80,-611795
1667962652,80,-611821
1667962654,92,-611866
1667962685,92,-611881
1667962686,96,-611927
1667962690,96,-611969
1667962698,96,-612008
1667962725,92,-612027
1667962727,92,-612072
1667962730,92,-612115
1667962734,92,-612157
1667962739,92,-612199
1667962762,76,-612222
1667962763,76,-612268
1667962784,76,-612293
1667962785,76,-612339
1667962909,76,-612261
1667962966,69,-612251
1667963079,69,-612184
1667963095,88,-612215
1667963097,88,-612259
1667963128,100,-612275
1667963129,100,-612320
1667963136,100,-612360
1667963141,100,-612401
1667963144,100,-612445
1667963148,100,-612487
1667963153,100,-612529
1667963158,100,-612570
1667963165,100,-612610
1667963234,80,-612587
1667963236,80,-612632
1667963249,80,-612665
1667963264,88,-612697
1667963266,88,-612741
1667963269,88,-612785
1667963278,88,-612822
1667963305,88,-612842
1667963307,96,-612886
1667963321,96,-612919
1667963322,96,-612964
1667963333,96,-613000
1667963334,96,-613045
1667963353,80,-613073
1667963362,80,-613110
1667963363,80,-613156
1667963366,80,-613199
1667963368,80,-613244
1667963370,80,-613288
1667963381,80,-613323
1667963382,80,-613369
1667963415,92,-613382
1667963418,92,-613426
1667963422,92,-613468
1667963426,92,-613511
1667963446,96,-613537
1667963458,96,-613572
1667963458,96,-613618
1667963474,96,-613649
1667963481,96,-613688
1667963483,96,-613733
1667963503,96,-613759
1667963510,96,-613799
1667963519,96,-613836
1667963520,96,-613882
1667963521,96,-613927
1667963524,100,-613971
1667963530,100,-614011
1667963532,100,-614056
1667963573,96,-614061
1667963576,96,-614105
1667963589,96,-614138
1667963592,84,-614182
1667963603,84,-614217
1667963605,84,-614262
1667963635,96,-614278
1667963651,96,-614309
1667963653,96,-614353
1667963663,96,-614390
1667963665,96,-614434
1667963673,96,-614473
1667963675,96,-614517
1667963693,84,-614546
1667963697,84,-614588
1667963699,84,-614633
1667963701,84,-614677
1667963710,84,-614715
1667963723,84,-614748
1667963725,84,-614792
1667963748,100,-614816
1667963749,100,-614861
1667963757,100,-614900
1667963760,100,-614943
1667963767,100,-614983
1667963771,100,-615025
1667963774,73,-615069
1667963775,73,-615114
1667963786,73,-615150
1667963793,73,-615189
1667963797,73,-615232
1667963812,100,-615263
1667963814,100,-615308
1667963832,100,-615336
1667963844,96,-615371
1667963846,96,-615415
1667963847,96,-615461
1667963850,96,-615504
1667963850,96,-615551
1667963864,84,-615583
1667963866,84,-615628
1667963896,80,-615644
1667963901,80,-615686
1667963907,80,-615726
1667963909,80,-615771
1667963926,80,-615800
1667963928,76,-615845
1667963931,76,-615888
1667963931,76,-615935
1667963940,76,-615972
1667963950,76,-616009
1667963961,76,-616044
1667963977,76,-616075
1667963979,76,-616119
1667963993,73,-616152
1667964058,76,-616133
1667964059,76,-616179
1667964061,76,-616223
1667964087,80,-616243
1667964089,80,-616288
1667964101,80,-616322
1667964106,80,-616364
1667964111,80,-616405
1667964122,76,-616441
1667964123,76,-616486
1667964124,76,-616532
1667964130,76,-616572
1667964136,76,-616613
1667964153,69,-616642
1667964154,69,-616688
1667964271,69,-616617
1667964316,57,-616619
1667964441,57,-616540
1667964496,57,-616532
1667964611,57,-616463
1667964676,57,-616445
1667964781,57,-616386
1667964856,57,-616358
1667964951,57,-616309
1667965037,57,-616270
1667965121,57,-616232
1667965217,57,-616183
1667965291,57,-616155
1667965397,73,-616096
1667965461,73,-616078
1667965577,61,-616009
1667965631,61,-616001
1667965757,65,-615922
1667965801,65,-615924
1667965937,65,-615835
1667965971,65,-615847
1667966117,65,-615748
1667966141,65,-615770
1667966297,65,-615661
1667966312,65,-615692
1667966477,65,-615574
1667966482,65,-615615
1667966653,65,-615490
1667966657,65,-615533
1667966823,65,-615413
1667966837,65,-615446
1667966993,65,-615336
1667967017,73,-615359
1667967163,73,-615259
1667967197,73,-615272
1667967333,73,-615182
1667967377,73,-615185
1667967504,73,-615104
1667967557,73,-615098
1667967674,73,-615027
1667967738,73,-615010
1667967845,73,-614949
1667967918,73,-614923
1667968014,73,-614873
1667968098,61,-614836
1667968185,61,-614795
1667968278,61,-614749
1667968355,61,-614718
1667968458,61,-614662
1667968525,61,-614641
1667968638,88,-614575
1667968695,88,-614564
1667968818,88,-614488
1667968865,88,-614487
1667968998,88,-614401
1667969035,88,-614410
1667969178,88,-614314
1667969206,88,-614332
1667969358,88,-614227
1667969377,88,-614254
1667969538,88,-614140
1667969548,88,-614176
1667969718,88,-614053
1667969719,88,-614098
1667969888,88,-613976
1667969898,88,-614012
1667970058,88,-613898
1667970078,80,-613925
1667970228,80,-613821
1667970258,80,-613838
1667970398,80,-613744
1667970439,80,-613750
1667970568,80,-613667
1667970619,80,-613663
1667970739,80,-613589
1667970799,80,-613576
1667970909,80,-613512
1667970979,80,-613489
1667971079,80,-613435
1667971159,80,-613402
1667971248,80,-613359
1667971339,80,-613315
1667971418,80,-613282
1667971519,80,-613228
1667971588,80,-613205
1667971699,80,-613141
1667971758,80,-613128
1667971879,84,-613054
1667971929,84,-613050
1667972059,84,-612967
1667972099,84,-612973
1667972239,84,-612880
1667972269,84,-612896
1667972419,84,-612793
1667972440,84,-612818
1667972599,84,-612706
1667972610,84,-612741
1667972779,84,-612619
1667972780,84,-612664
1667972950,84,-612541
1667972959,84,-612578
1667973120,84,-612464
1667973139,84,-612491
1667973291,84,-612386
1667973320,84,-612403
1667973461,84,-612308
1667973500,84,-612316
1667973631,84,-612231
1667973680,84,-612229
1667973801,84,-612154
1667973860,84,-612142
1667973971,84,-612077
1667974040,84,-612055
1667974140,84,-612001
1667974220,84,-611968
1667974311,84,-611923
1667974400,84,-611881
1667974481,84,-611846
1667974580,84,-611794
1667974651,84,-611769
1667974760,84,-611707
1667974821,84,-611692
1667974866,84,-611694
1667974878,84,-611728
1667974883,84,-611770
1667974884,84,-611815
1667974893,84,-611853
1667974896,80,-611896
1667974926,69,-611913
1667974931,69,-611954
1667974957,69,-611975
1667974979,69,-611999
1667974980,69,-612045
1667974987,69,-612084
1667974991,69,-612127
1667974992,69,-612172
1667975005,69,-612206
1667975017,69,-612240
1667975023,69,-612281
1667975036,69,-612314
1667975047,69,-612350
1667975077,69,-612366
1667975082,69,-612408
1667975089,69,-612447
1667975107,69,-612475
1667975127,69,-612502
1667975135,69,-612540
1667975137,69,-612585
1667975146,69,-612622
1667975147,69,-612668
1667975149,69,-612712
1667975162,69,-612746
1667975167,69,-612787
1667975193,69,-612808
1667975197,69,-612850
1667975200,69,-612894
1667975206,69,-612934
1667975207,69,-612980
1667975227,69,-613006
1667975233,69,-613047
1667975234,69,-613092
1667975250,69,-613123
1667975251,69,-613168
1667975257,69,-613209
1667975258,69,-613254
1667975265,69,-613294
1667975272,69,-613333
1667975287,69,-613365
1667975291,69,-613407
1667975298,69,-613447
1667975317,69,-613474
1667975329,69,-613509
1667975330,69,-613554
1667975332,69,-613599
1667975347,69,-613630
1667975356,69,-613668
1667975358,69,-613712
1667975377,69,-613740
1667975381,69,-613782
1667975382,69,-613828
1667975389,69,-613867
1667975390,69,-613913
1667975407,69,-613942
1667975437,69,-613958
1667975467,69,-613975
1667975474,69,-614014
1667975475,69,-614060
1667975492,69,-614089
1667975493,69,-614135
1667975497,69,-614177
1667975501,69,-614220
1667975523,69,-614244
1667975525,69,-614289
1667975527,69,-614333
1667975528,69,-614379
1667975537,69,-614416
1667975540,69,-614460
1667975549,76,-614497
1667975568,76,-614525
1667975576,76,-614563
1667975672,76,-614514
1667975730,80,-614502
1667975843,80,-614436
1667975910,73,-614415
1667976013,73,-614359
1667976090,80,-614328
1667976183,80,-614282
1667976270,80,-614241
1667976353,80,-614205
1667976450,69,-614154
1667976523,69,-614128
1667976630,69,-614067
1667976693,69,-614051
1667976810,69,-613980
1667976863,69,-613974
1667976990,76,-613893
1667977033,76,-613897
1667977170,73,-613806
1667977203,73,-613820
1667977350,57,-613719
1667977373,57,-613743
1667977530,57,-613632
1667977543,57,-613665
1667977711,76,-613544
1667977713,76,-613588
1667977883,76,-613465
1667977891,76,-613503
1667978053,76,-613388
1667978071,76,-613416
1667978223,76,-613311
1667978251,76,-613329
1667978393,76,-613234
1667978432,76,-613241
1667978564,76,-613156
1667978612,76,-613154
1667978656,76,-613157
1667978657,76,-613202
1667978673,76,-613233
1667978700,65,-613252
1667978731,76,-613268
1667978734,76,-613311
1667978761,65,-613331
1667978791,65,-613347
1667978821,65,-613364
1667978851,65,-613380
1667978881,73,-613397
1667978896,73,-613428
1667978905,73,-613466
1667978911,73,-613506
1667978918,73,-613546
1667978928,73,-613582
1667978930,73,-613627
1667978945,73,-613658
1667978947,73,-613703
1667978950,73,-613746
1667978959,73,-613784
1667978971,88,-613818
1667978973,88,-613863
1667978976,88,-613906
1667978985,88,-613943
1667978986,88,-613989
1667978997,80,-614024
1667979011,80,-614057
1667979014,80,-614100
1667979040,100,-614121
1667979068,92,-614139
1667979070,92,-614184
1667979075,92,-614225
1667979075,92,-614272
1667979082,92,-614311
1667979104,69,-614336
1667979106,69,-614380
1667979125,96,-614408
1667979135,96,-614444
1667979138,96,-614488
1667979145,96,-614527
1667979150,100,-614569
1667979166,100,-614599
1667979169,100,-614643
1667979170,100,-614688
1667979173,100,-614732
1667979181,96,-614770
1667979212,73,-614786
1667979213,73,-614831
1667979243,96,-614848
1667979244,96,-614893
1667979246,96,-614938
1667979246,96,-614984
1667979251,96,-615026
1667979252,96,-615071
1667979255,96,-615115
1667979264,96,-615152
1667979304,88,-615159
1667979306,88,-615203
1667979317,88,-615239
1667979318,88,-615284
1667979337,73,-615312
1667979348,73,-615347
1667979349,73,-615392
1667979363,73,-615425
1667979370,73,-615464
1667979371,73,-615510
1667979375,73,-615552
1667979383,73,-615591
1667979408,88,-615612
1667979410,88,-615657
1667979416,88,-615697
1667979502,80,-615658
1667979508,80,-615698
1667979514,80,-615739
1667979529,80,-615770
1667979530,80,-615816
1667979586,80,-615806
1667979629,76,-615810
1667979631,76,-615854
1667979640,76,-615892
1667979642,76,-615936
1667979666,92,-615959
1667979669,92,-616002
1667979685,84,-616033
1667979737,76,-616027
1667979740,92,-616071
1667979749,92,-616108
1667979751,92,-616153
1667979757,92,-616193
1667979757,92,-616240
1667979763,92,-616280
1667979776,92,-616314
1667979778,92,-616358
1667979783,92,-616400
1667979792,92,-616437
1667979809,100,-616467
1667979926,100,-616396
1667979989,88,-616380
1667980096,88,-616319
1667980169,65,-616293
1667980254,69,-616254
1667980256,69,-616298
1667980259,69,-616342
1667980262,69,-616385
1667980266,69,-616428
1667980268,100,-616472
1667980297,100,-616490
1667980300,100,-616533
1667980306,100,-616574
1667980307,100,-616619
1667980311,100,-616662
1667980340,92,-616679
1667980341,92,-616725
1667980344,92,-616768
1667980345,92,-616814
1667980347,92,-616858
1667980354,92,-616898
1667980357,92,-616941
1667980359,92,-616986
1667980362,73,-617029
1667980365,73,-617073
1667980369,73,-617115
1667980370,73,-617161
1667980371,73,-617206
1667980372,73,-617252
1667980374,73,-617296
1667980377,73,-617340
1667980379,73,-617384
1667980382,73,-617428
1667980390,73,-617466
1667980411,88,-617492
1667980430,73,-617519
1667980436,73,-617560
1667980445,73,-617597
1667980446,73,-617643
1667980486,100,-617649
1667980488,100,-617694
1667980508,100,-617720
1667980510,100,-617765
1667980514,100,-617807
1667980522,100,-617845
1667980554,92,-617860
1667980556,92,-617904
1667980586,84,-617921
1667980597,84,-617956
1667980606,84,-617994
1667980615,84,-618031
1667980616,84,-618077
1667980617,84,-618122
1667980621,84,-618165
1667980623,84,-618209
1667980629,84,-618250
1667980632,84,-618293
1667980633,84,-618339
1667980638,84,-618380
1667980645,84,-618420
1667980661,84,-618450
1667980662,84,-618496
1667980667,84,-618537
1667980674,69,-618577
1667980685,69,-618612
1667980701,69,-618643
1667980703,69,-618687
1667980710,100,-618727
1667980735,100,-618748
1667980737,100,-618793
1667980750,100,-618826
1667980751,100,-618872
1667980767,100,-618902
1667980769,100,-618947
1667980776,100,-618986
1667980799,88,-619010
1667980801,88,-619054
1667980803,88,-619099
1667980812,88,-619136
1667980828,92,-619167
1667980841,92,-619200
1667980842,92,-619246
1667980872,92,-619262
1667980888,92,-619292
1667980890,92,-619337
1667980902,92,-619371
1667980919,92,-619401
1667980921,92,-619445
1667980932,92,-619481
1667980944,92,-619515
1667980947,92,-619559
1667980962,92,-619590
1667980978,92,-619621
1667980981,92,-619664
1667980992,92,-619700
1667981001,92,-619737
1667981010,92,-619775
1667981012,92,-619819
1667981014,92,-619864
1667981022,92,-619902
1667981038,92,-619933
1667981040,92,-619977
1667981052,96,-620012
1667981082,100,-620028
1667981095,100,-620062
1667981096,100,-620107
1667981112,100,-620138
1667981117,100,-620179
1667981142,92,-620201
1667981172,96,-620217
1667981202,96,-620234
1667981208,96,-620274
1667981209,96,-620320
1667981224,96,-620351
1667981232,96,-620390
1667981241,96,-620427
1667981249,96,-620466
1667981252,96,-620509
1667981262,96,-620546
1667981288,96,-620566
1667981292,96,-620609
1667981294,96,-620653
1667981295,96,-620698
1667981317,96,-620723
1667981322,96,-620764
1667981352,96,-620781
1667981368,96,-620811
1667981369,96,-620857
1667981377,96,-620895
1667981382,96,-620937
1667981393,92,-620972
1667981394,92,-621018
1667981412,92,-621046
1667981423,96,-621082
1667981428,96,-621123
1667981430,96,-621168
1667981444,96,-621200
1667981445,96,-621246
1667981457,96,-621280
1667981468,84,-621316
1667981471,84,-621359
1667981480,88,-621397
1667981483,88,-621440
1667981492,88,-621478
1667981495,88,-621521
1667981515,100,-621548
1667981517,100,-621592
1667981540,100,-621616
1667981551,69,-621651
1667981552,69,-621697
1667981553,69,-621742
1667981568,69,-621774
1667981570,69,-621818
1667981571,69,-621864
1667981579,57,-621902
1667981581,57,-621947
1667981587,57,-621987
1667981593,57,-622028
1667981601,57,-622066
1667981605,76,-622109
1667981627,76,-622133
1667981637,76,-622169
1667981638,76,-622215
1667981648,76,-622251
1667981649,76,-622297
1667981674,100,-622318
1667981676,100,-622363
1667981694,100,-622391
1667981695,100,-622437
1667981713,69,-622465
1667981725,69,-622500
1667981729,80,-622542
1667981732,80,-622586
1667981733,80,-622631
1667981743,80,-622668
1667981744,80,-622713
1667981755,80,-622749
1667981764,80,-622786
1667981765,80,-622832
1667981767,80,-622876
1667981774,80,-622916
1667981775,80,-622961
1667981780,80,-623003
1667981782,80,-623047
1667981785,80,-623091
1667981789,80,-623133
1667981790,80,-623179
1667981797,80,-623218
1667981810,80,-623252
1667981812,80,-623296
1667981815,80,-623340
1667981817,80,-623384
1667981819,80,-623429
1667981826,80,-623468
1667981827,80,-623514
1667981829,80,-623558
1667981845,80,-623589
1667981846,80,-623634
1667981848,80,-623679
1667981865,80,-623708
1667981867,80,-623752
1667981875,80,-623791
1667981905,80,-623807
1667981925,88,-623834
1667981930,88,-623875
1667981935,88,-623917
1667981939,88,-623959
1667981943,88,-624002
1667981965,88,-624026
1667981967,88,-624071
1667981974,88,-624110
1667981977,88,-624154
1667981978,88,-624199
1667981980,88,-624244
1667981985,88,-624285
1667981986,88,-624331
1667981988,88,-624375
1667981995,88,-624415
1667982014,88,-624442
1667982015,88,-624488
1667982017,88,-624532
1667982019,88,-624577
1667982025,88,-624617
1667982026,88,-624663
1667982049,88,-624686
1667982052,88,-624730
1667982055,88,-624773
1667982085,88,-624790
1667982115,88,-624806
1667982116,88,-624852
1667982118,88,-624896
1667982119,88,-624942
1667982123,88,-624984
1667982138,88,-625016
1667982145,88,-625055
1667982157,88,-625090
1667982158,88,-625135
1667982175,88,-625165
1667982205,88,-625181
1667982235,88,-625197
1667982265,88,-625214
1667982276,88,-625249
1667982277,88,-625295
1667982279,88,-625339
1667982281,88,-625384
1667982284,88,-625427
1667982295,88,-625463
1667982297,88,-625507
1667982298,88,-625553
1667982308,88,-625589
1667982318,88,-625626
1667982319,88,-625671
1667982321,88,-625716
1667982324,88,-625759
1667982325,88,-625805
1667982327,88,-625849
1667982331,88,-625892
1667982335,88,-625934
1667982355,88,-625961
1667982369,88,-625993
1667982373,88,-626036
1667982377,88,-626078
1667982379,88,-626123
1667982380,88,-626168
1667982383,88,-626212
1667982385,88,-626256
1667982389,88,-626299
1667982390,88,-626344
1667982404,88,-626377
1667982405,88,-626422
1667982407,88,-626467
1667982409,88,-626511
1667982411,88,-626556
1667982413,88,-626600
1667982415,88,-626645
1667982419,88,-626687
1667982420,88,-626733
1667982425,88,-626774
1667982426,88,-626819
1667982442,88,-626850
1667982445,88,-626893
1667982448,88,-626937
1667982450,88,-626981
1667982467,88,-627011
1667982470,88,-627054
1667982473,88,-627098
1667982475,88,-627142
1667982476,88,-627188
1667982478,88,-627232
1667982483,88,-627274
1667982484,88,-627319
1667982487,88,-627363
1667982488,88,-627408
1667982494,88,-627449
1667982495,88,-627494
1667982502,88,-627534
1667982505,88,-627577
1667982508,88,-627621
1667982513,88,-627662
1667982514,88,-627708
1667982516,88,-627752
1667982534,88,-627781
1667982540,88,-627821
1667982541,88,-627867
1667982590,80,-627864
1667982592,80,-627909
1667982602,92,-627945
1667982604,92,-627990
1667982625,92,-628015
1667982634,100,-628053
1667982647,100,-628086
1667982664,100,-628116
1667982687,100,-628139
1667982695,100,-628178
1667982696,100,-628223
1667982697,100,-628269
1667982726,92,-628286
1667982727,92,-628331
1667982733,92,-628372
1667982738,92,-628413
1667982756,80,-628442
1667982767,80,-628477
1667982768,80,-628523
1667982776,80,-628561
1667982777,80,-628607
1667982781,80,-628649
1667982784,80,-628693
1667982785,88,-628738
1667982787,88,-628783
1667982797,88,-628819
1667982811,88,-628852
1667982812,88,-628897
1667982817,88,-628939
1667982817,80,-628985
1667982838,80,-629011
1667982841,80,-629054
1667982843,80,-629099
1667982850,100,-629138
1667982855,100,-629180
1667982862,100,-629219
1667982864,100,-629264
1667982874,100,-629300
1667982884,92,-629337
1667982891,92,-629376
1667982892,92,-629422
1667982912,88,-629448
1667982979,84,-629428
1667982980,84,-629473
1667982987,84,-629513
1667982988,84,-629558
1667982991,84,-629602
1667983018,84,-629621
1667983037,92,-629649
1667983047,92,-629685
1667983049,92,-629730
1667983062,92,-629763
1667983110,84,-629761
1667983111,84,-629807
1667983128,92,-629836
1667983130,92,-629881
1667983131,92,-629926
1667983157,92,-629947
1667983179,100,-629971
1667983182,100,-630015
1667983190,69,-630053
1667983194,69,-630096
1667983212,69,-630124
1667983223,80,-630160
1667983224,80,-630205
1667983254,80,-630222
1667983282,80,-630240
1667983284,84,-630285
1667983293,84,-630322
1667983304,84,-630358
1667983308,84,-630400
1667983310,84,-630445
1667983326,80,-630475
1667983328,80,-630520
1667983334,80,-630560
1667983338,80,-630603
1667983339,80,-630648
1667983342,80,-630692
1667983350,96,-630730
1667983378,65,-630749
1667983380,65,-630793
1667983397,65,-630823
1667983400,65,-630866
1667983409,65,-630904
1667983410,65,-630949
1667983417,65,-630989
1667983421,65,-631031
1667983434,65,-631065
1667983438,65,-631107
1667983439,65,-631153
1667983453,65,-631185
1667983455,65,-631229
1667983456,65,-631275
1667983500,65,-631277
1667983558,100,-631266
1667983560,100,-631310
1667983588,80,-631329
1667983589,80,-631374
1667983664,80,-631346
1667983666,80,-631390
1667983667,80,-631436
1667983671,80,-631478
1667983678,80,-631518
1667983695,80,-631547
1667983697,80,-631592
1667983704,80,-631631
1667983709,80,-631673
1667983712,80,-631716
1667983721,92,-631754
1667983732,92,-631789
1667983747,92,-631821
1667983758,76,-631856
1667983776,76,-631885
1667983778,76,-631929
1667983803,100,-631951
1667983805,100,-631995
1667983816,88,-632031
1667983824,88,-632069
1667983829,88,-632111
1667983831,88,-632155
1667983832,88,-632201
1667983841,88,-632238
1667983881,84,-632245
1667983883,84,-632289
1667983902,84,-632317
1667983912,84,-632353
1667983913,84,-632399
1667983916,84,-632442
1667983919,84,-632486
1667983938,88,-632513
1667983941,88,-632556
1667983943,88,-632601
1667983954,88,-632636
1667983955,88,-632682
1667983958,88,-632725
1667983960,88,-632770
1667983970,88,-632806
1667983971,88,-632852
1667983973,88,-632896
1667983976,88,-632940
1667983978,88,-632984
1667983995,88,-633014
1667984003,88,-633052
1667984011,88,-633091
1667984014,88,-633134
1667984029,88,-633166
1667984030,80,-633211
1667984032,80,-633256
1667984033,80,-633301
1667984063,80,-633318
1667984065,80,-633362
1667984068,80,-633406
1667984069,80,-633451
1667984072,80,-633495
1667984077,80,-633536
1667984088,80,-633572
1667984092,80,-633614
1667984093,80,-633660
1667984096,80,-633703
1667984097,80,-633749
1667984102,80,-633790
1667984103,80,-633836
1667984118,80,-633867
1667984120,80,-633912
1667984122,80,-633956
1667984123,80,-634002
1667984126,80,-634045
1667984153,80,-634064
1667984154,80,-634110
1667984160,80,-634150
1667984169,80,-634188
1667984172,80,-634231
1667984182,80,-634268
1667984183,80,-634313
1667984184,80,-634359
1667984188,69,-634401
1667984191,69,-634445
1667984192,69,-634490
1667984213,69,-634516
1667984234,88,-634541
1667984235,88,-634587
1667984239,88,-634629
1667984241,88,-634674
1667984243,88,-634718
1667984251,88,-634757
1667984255,88,-634799
1667984271,88,-634830
1667984272,88,-634875
1667984273,88,-634921
1667984275,88,-634965
1667984277,88,-635010
1667984298,88,-635035
1667984299,88,-635081
1667984303,88,-635123
1667984304,88,-635169
1667984306,88,-635213
1667984308,88,-635258
1667984325,96,-635287
1667984326,96,-635333
1667984328,96,-635377
1667984332,96,-635420
1667984333,96,-635465
1667984335,96,-635510
1667984340,96,-635551
1667984352,96,-635586
1667984352,96,-635632
1667984363,96,-635667
1667984365,96,-635712
1667984366,96,-635757
1667984378,96,-635792
1667984380,96,-635836
1667984384,96,-635879
1667984385,96,-635924
1667984393,96,-635963
1667984394,96,-636008
1667984400,96,-636049
1667984415,96,-636080
1667984416,96,-636126
1667984423,96,-636165
1667984429,96,-636206
1667984448,88,-636233
1667984450,88,-636278
1667984468,80,-636306
1667984478,80,-636343
1667984480,80,-636387
1667984510,80,-636404
1667984521,80,-636439
1667984530,84,-636477
1667984532,84,-636521
1667984538,84,-636562
1667984540,84,-636606
1667984541,84,-636652
1667984547,84,-636692
1667984560,84,-636726
1667984570,92,-636762
1667984580,92,-636799
1667984582,92,-636843
1667984584,92,-636888
1667984586,92,-636932
1667984588,92,-636977
1667984600,84,-637011
1667984626,84,-637032
1667984628,84,-637076
1667984630,84,-637121
1667984637,84,-637160
1667984638,84,-637205
1667984643,84,-637247
1667984644,84,-637292
1667984648,84,-637335
1667984653,84,-637376
1667984660,80,-637416
1667984689,80,-637433
1667984690,80,-637479
1667984692,80,-637523
1667984724,88,-637538
1667984725,88,-637583
1667984735,88,-637620
1667984736,88,-637665
1667984743,88,-637705
1667984744,88,-637750
1667984748,96,-637793
1667984752,96,-637835
1667984758,96,-637876
1667984759,96,-637921
1667984770,96,-637957
1667984771,96,-638002
1667984774,96,-638046
1667984779,80,-638087
1667984783,80,-638130
1667984796,80,-638163
1667984799,80,-638207
1667984807,80,-638245
1667984824,80,-638275
1667984837,80,-638308
1667984838,80,-638354
1667984861,80,-638377
1667984863,80,-638422
1667984891,80,-638440
1667984893,80,-638485
1667984898,80,-638526
1667984905,73,-638566
1667984914,73,-638603
1667984917,73,-638647
1667984920,73,-638690
1667984925,73,-638731
1667984928,73,-638775
1667984931,73,-638818
1667984938,73,-638858
1667984940,73,-638902
1667984994,73,-638895
1667984995,73,-638940
1667985005,76,-638977
1667985006,76,-639022
1667985010,76,-639065
1667985018,76,-639103
1667985025,76,-639143
1667985033,76,-639181
1667985060,88,-639201
1667985061,88,-639246
1667985147,92,-639207
1667985149,92,-639251
1667985158,80,-639289
1667985159,80,-639334
1667985162,80,-639378
1667985165,80,-639421
1667985171,80,-639462
1667985175,80,-639504
1667985183,80,-639543
1667985199,100,-639573
1667985203,100,-639616
1667985204,100,-639661
1667985211,100,-639701
1667985213,100,-639745
1667985236,100,-639769
1667985240,100,-639811
1667985241,100,-639857
1667985248,100,-639896
1667985253,100,-639938
1667985270,100,-639967
1667985271,100,-640013
1667985293,92,-640037
1667985294,92,-640083
1667985296,92,-640127
1667985306,92,-640163
1667985324,100,-640192
1667985328,100,-640234
