generation_time,C.NTP.offset,Difference
1407241356978.0,-65610.0,-1546.0
1407241356994.0,-890.0,-1551.0
1407241356995.0,714.0,-1570.0
1407241357027.0,1378.0,-1559.0
1407241357059.0,6683.0,-1548.0
1407241357086.0,105.0,-1542.0
1407241357105.0,50413.0,-1543.0
1407241357108.0,-23434.0,-1561.0
1407241357127.0,-70798.0,-1563.0
1407241357160.0,1124.0,-1550.0
1407241357171.0,-65610.0,-1560.0
1407241357198.0,714.0,-1554.0
1407241357200.0,-890.0,-1573.0
1407241357227.0,105.0,-1566.0
1407241357233.0,6683.0,-1581.0
1407241357248.0,50413.0,-1587.0
1407241357305.0,-23434.0,-1550.0
1407241357308.0,1378.0,-1568.0
1407241357311.0,-70798.0,-1586.0
1407241357314.0,1124.0,-1603.0
1407241357364.0,-65610.0,-1574.0
1407241357397.0,714.0,-1562.0
1407241357401.0,-890.0,-1579.0
1407241357431.0,105.0,-1569.0
1407241357437.0,6683.0,-1584.0
1407241357454.0,50413.0,-1588.0
1407241357505.0,-23434.0,-1557.0
1407241357511.0,-70798.0,-1572.0
1407241357516.0,1124.0,-1588.0
1407241357517.0,1378.0,-1608.0
1407241357572.0,1378.0,-1573.0
1407241357588.0,-65610.0,-1578.0
1407241357592.0,-890.0,-1595.0
1407241357648.0,6683.0,-1559.0
1407241357652.0,50413.0,-1576.0
1407241357669.0,105.0,-1580.0
1407241357705.0,-23434.0,-1565.0
1407241357708.0,714.0,-1582.0
1407241357720.0,-70798.0,-1591.0
1407241357742.0,1124.0,-1590.0
1407241357753.0,-890.0,-1599.0
1407241357791.0,-65610.0,-1582.0
1407241357816.0,1378.0,-1578.0
1407241357848.0,714.0,-1567.0
1407241357858.0,6683.0,-1577.0
1407241357878.0,50413.0,-1578.0
1407241357905.0,105.0,-1572.0
1407241357910.0,1124.0,-1587.0
1407241357913.0,-70798.0,-1605.0
1407241357922.0,-23434.0,-1617.0
1407241357961.0,-890.0,-1599.0
1407241357994.0,714.0,-1586.0
1407241358026.0,-65610.0,-1575.0
1407241358033.0,50413.0,-1589.0
1407241358057.0,6683.0,-1585.0
1407241358087.0,105.0,-1576.0
1407241358105.0,50413.0,-1579.0
1407241358114.0,1378.0,-1591.0
1407241358125.0,-23434.0,-1600.0
1407241358190.0,-70798.0,-1556.0
1407241358191.0,1124.0,-1576.0
1407241358197.0,-890.0,-1590.0
1407241358218.0,-65610.0,-1590.0
1407241358253.0,6683.0,-1576.0
1407241358260.0,50413.0,-1590.0
1407241358306.0,105.0,-1564.0
1407241358324.0,1378.0,-1567.0
1407241358328.0,714.0,-1584.0
1407241358359.0,-23434.0,-1573.0
1407241358399.0,1124.0,-1554.0
1407241358403.0,-70798.0,-1571.0
1407241358420.0,-65610.0,-1575.0
1407241358436.0,-890.0,-1579.0
1407241358462.0,714.0,-1574.0
1407241358506.0,-890.0,-1551.0
1407241358510.0,1378.0,-1567.0
1407241358515.0,6683.0,-1583.0
1407241358537.0,105.0,-1582.0
1407241358561.0,-23434.0,-1579.0
1407241358602.0,1124.0,-1558.0
1407241358604.0,-70798.0,-1577.0
1407241358618.0,-65610.0,-1584.0
1407241358633.0,714.0,-1589.0
1407241358662.0,1378.0,-1581.0
1407241358708.0,6683.0,-1556.0
1407241358716.0,105.0,-1569.0
1407241358718.0,50413.0,-1587.0
1407241358733.0,-23434.0,-1593.0
1407241358789.0,1124.0,-1558.0
1407241358792.0,-70798.0,-1575.0
1407241358818.0,-65610.0,-1570.0
1407241358838.0,-890.0,-1571.0
1407241358879.0,714.0,-1551.0
1407241358889.0,6683.0,-1561.0
1407241358910.0,105.0,-1561.0
1407241358921.0,50413.0,-1571.0
1407241358954.0,-23434.0,-1558.0
1407241358992.0,1378.0,-1541.0
1407241358994.0,1124.0,-1560.0
1407241359019.0,-70798.0,-1555.0
1407241359058.0,714.0,-1537.0
1407241359061.0,-890.0,-1555.0
1407241359089.0,-65610.0,-1548.0
1407241359107.0,6683.0,-1550.0
1407241359124.0,1378.0,-1554.0
1407241359125.0,105.0,-1574.0
1407241359153.0,50413.0,-1566.0
1407241359191.0,-23434.0,-1549.0
1407241359195.0,-70798.0,-1566.0
1407241359231.0,1124.0,-1551.0
1407241359255.0,-890.0,-1547.0
1407241359259.0,714.0,-1564.0
1407241359291.0,-65610.0,-1553.0
1407241359311.0,6683.0,-1553.0
1407241359326.0,50413.0,-1559.0
1407241359383.0,105.0,-1523.0
1407241359389.0,1378.0,-1538.0
1407241359398.0,-23434.0,-1549.0
1407241359403.0,-70798.0,-1565.0
1407241359419.0,1124.0,-1570.0
1407241359428.0,-65610.0,-1581.0
1407241359446.0,714.0,-1584.0
1407241359506.0,-890.0,-1545.0
1407241359508.0,1378.0,-1564.0
1407241359513.0,105.0,-1579.0
1407241359514.0,50413.0,-1599.0
1407241359563.0,6683.0,-1571.0
1407241359600.0,-23434.0,-1554.0
1407241359601.0,1124.0,-1574.0
1407241359629.0,-70798.0,-1567.0
1407241359630.0,714.0,-1587.0
1407241359636.0,-890.0,-1601.0
1407241359705.0,-65610.0,-1553.0
1407241359708.0,6683.0,-1571.0
1407241359716.0,50413.0,-1583.0
1407241359717.0,105.0,-1603.0
1407241359756.0,1378.0,-1585.0
1407241359788.0,-23434.0,-1574.0
1407241359792.0,1124.0,-1590.0
1407241359823.0,-65610.0,-1580.0
1407241359829.0,-70798.0,-1595.0
1407241359867.0,714.0,-1577.0
1407241359905.0,-890.0,-1560.0
1407241359910.0,6683.0,-1576.0
1407241359919.0,1378.0,-1588.0
1407241359929.0,50413.0,-1598.0
1407241359982.0,105.0,-1566.0
1407241359991.0,-23434.0,-1578.0
1407241360016.0,-70798.0,-1573.0
1407241360039.0,50413.0,-1571.0
1407241360045.0,1124.0,-1586.0
1407241360057.0,714.0,-1595.0
1407241360105.0,6683.0,-1567.0
1407241360110.0,-65610.0,-1583.0
1407241360122.0,105.0,-1592.0
1407241360155.0,-23434.0,-1579.0
1407241360156.0,1378.0,-1599.0
1407241360191.0,-70798.0,-1585.0
1407241360193.0,1124.0,-1604.0
1407241360223.0,-890.0,-1594.0
1407241360235.0,714.0,-1603.0
1407241360246.0,-890.0,-1613.0
1407241360306.0,-65610.0,-1573.0
1407241360310.0,6683.0,-1590.0
1407241360325.0,50413.0,-1596.0
1407241360339.0,105.0,-1603.0
1407241360356.0,1378.0,-1606.0
1407241360396.0,-23434.0,-1587.0
1407241360400.0,-70798.0,-1604.0
1407241360424.0,1124.0,-1600.0
1407241360454.0,-65610.0,-1591.0
1407241360461.0,-890.0,-1605.0
1407241360485.0,714.0,-1602.0
1407241360505.0,6683.0,-1602.0
1407241360508.0,1378.0,-1620.0
1407241360528.0,105.0,-1621.0
1407241360583.0,50413.0,-1586.0
1407241360599.0,1124.0,-1591.0
1407241360600.0,-23434.0,-1611.0
1407241360629.0,-70798.0,-1602.0
1407241360642.0,714.0,-1610.0
1407241360677.0,-65610.0,-1596.0
1407241360705.0,-890.0,-1589.0
1407241360715.0,6683.0,-1599.0
1407241360716.0,1378.0,-1619.0
1407241360758.0,105.0,-1598.0
1407241360784.0,50413.0,-1592.0
1407241360796.0,-23434.0,-1601.0
1407241360802.0,1124.0,-1616.0
1407241360816.0,-70798.0,-1623.0
1407241360857.0,714.0,-1602.0
1407241360864.0,-890.0,-1616.0
1407241360905.0,-65610.0,-1596.0
1407241360907.0,1378.0,-1614.0
1407241360918.0,6683.0,-1624.0
1407241360924.0,50413.0,-1639.0
1407241360962.0,105.0,-1622.0
1407241360989.0,-23434.0,-1615.0
1407241360994.0,-70798.0,-1631.0
1407241361016.0,-65610.0,-1630.0
1407241361033.0,-890.0,-1633.0
1407241361036.0,1124.0,-1651.0
1407241361105.0,714.0,-1603.0
1407241361107.0,6683.0,-1622.0
1407241361109.0,50413.0,-1640.0
1407241361120.0,105.0,-1650.0
1407241361189.0,-23434.0,-1602.0
1407241361192.0,1378.0,-1619.0
1407241361222.0,-70798.0,-1610.0
1407241361236.0,1124.0,-1617.0
1407241361257.0,-65610.0,-1617.0
1407241361284.0,-890.0,-1610.0
1407241361305.0,714.0,-1610.0
1407241361306.0,50413.0,-1630.0
1407241361323.0,6683.0,-1633.0
1407241361359.0,1378.0,-1618.0
1407241361393.0,105.0,-1605.0
1407241361395.0,-23434.0,-1624.0
1407241361414.0,1124.0,-1625.0
1407241361450.0,105.0,-1610.0
1407241361457.0,-70798.0,-1624.0
1407241361505.0,-65610.0,-1596.0
1407241361506.0,714.0,-1616.0
1407241361526.0,-890.0,-1617.0
1407241361556.0,50413.0,-1608.0
1407241361576.0,1378.0,-1608.0
1407241361597.0,6683.0,-1608.0
1407241361598.0,-23434.0,-1628.0
1407241361639.0,-70798.0,-1607.0
1407241361647.0,-890.0,-1620.0
1407241361655.0,1124.0,-1633.0
1407241361706.0,-65610.0,-1603.0
1407241361722.0,714.0,-1607.0
1407241361729.0,1378.0,-1621.0
1407241361785.0,6683.0,-1586.0
1407241361792.0,50413.0,-1599.0
1407241361800.0,105.0,-1612.0
1407241361830.0,-23434.0,-1603.0
1407241361836.0,1124.0,-1618.0
1407241361883.0,-70798.0,-1591.0
1407241361906.0,714.0,-1589.0
1407241361908.0,-65610.0,-1608.0
1407241361916.0,-890.0,-1620.0
1407241361969.0,6683.0,-1588.0
1407241361994.0,105.0,-1584.0
1407241362003.0,50413.0,-1596.0
1407241362035.0,1124.0,-1584.0
1407241362054.0,1378.0,-1586.0
1407241362056.0,-23434.0,-1605.0
1407241362087.0,-70798.0,-1594.0
1407241362105.0,714.0,-1597.0
1407241362108.0,-65610.0,-1615.0
1407241362119.0,-890.0,-1625.0
1407241362156.0,6683.0,-1608.0
1407241362190.0,1378.0,-1595.0
1407241362213.0,105.0,-1593.0
1407241362233.0,50413.0,-1593.0
1407241362250.0,-23434.0,-1597.0
1407241362253.0,-70798.0,-1615.0
1407241362306.0,1124.0,-1582.0
1407241362316.0,714.0,-1593.0
1407241362322.0,-890.0,-1608.0
1407241362373.0,-65610.0,-1578.0
1407241362385.0,1378.0,-1586.0
1407241362393.0,6683.0,-1599.0
1407241362436.0,105.0,-1577.0
1407241362451.0,50413.0,-1582.0
1407241362453.0,-23434.0,-1601.0
1407241362499.0,-70798.0,-1576.0
1407241362505.0,1124.0,-1591.0
1407241362509.0,-65610.0,-1607.0
1407241362524.0,-890.0,-1613.0
1407241362560.0,714.0,-1598.0
1407241362592.0,1378.0,-1586.0
1407241362596.0,6683.0,-1603.0
1407241362623.0,50413.0,-1597.0
1407241362629.0,105.0,-1612.0
1407241362660.0,-23434.0,-1601.0
1407241362685.0,1124.0,-1597.0
1407241362702.0,-70798.0,-1601.0
1407241362707.0,-890.0,-1616.0
1407241362727.0,-65610.0,-1617.0
1407241362757.0,714.0,-1608.0
1407241362799.0,6683.0,-1587.0
1407241362801.0,105.0,-1605.0
1407241362818.0,50413.0,-1609.0
1407241362854.0,1378.0,-1594.0
1407241362855.0,-23434.0,-1613.0
1407241362881.0,1124.0,-1608.0
1407241362907.0,-70798.0,-1603.0
1407241362908.0,-890.0,-1623.0
1407241362914.0,714.0,-1637.0
1407241362996.0,-65610.0,-1576.0
1407241362998.0,6683.0,-1595.0
1407241363001.0,1378.0,-1612.0
1407241363025.0,105.0,-1609.0
1407241363058.0,50413.0,-1597.0
1407241363080.0,-23434.0,-1596.0
1407241363105.0,1124.0,-1591.0
1407241363108.0,-70798.0,-1609.0
1407241363117.0,-890.0,-1621.0
1407241363154.0,-65610.0,-1604.0
1407241363189.0,714.0,-1590.0
1407241363192.0,1378.0,-1608.0
1407241363203.0,6683.0,-1618.0
1407241363223.0,50413.0,-1618.0
1407241363257.0,105.0,-1605.0
1407241363310.0,1124.0,-1573.0
1407241363320.0,-23434.0,-1583.0
1407241363327.0,-70798.0,-1597.0
1407241363358.0,-890.0,-1587.0
1407241363382.0,-65610.0,-1584.0
1407241363391.0,714.0,-1595.0
1407241363393.0,1378.0,-1614.0
1407241363419.0,6683.0,-1609.0
1407241363423.0,50413.0,-1625.0
1407241363433.0,105.0,-1636.0
1407241363490.0,-23434.0,-1600.0
1407241363508.0,-70798.0,-1603.0
1407241363512.0,-890.0,-1619.0
1407241363523.0,1124.0,-1629.0
1407241363583.0,714.0,-1590.0
1407241363592.0,-65610.0,-1601.0
1407241363594.0,6683.0,-1620.0
1407241363620.0,50413.0,-1615.0
1407241363633.0,105.0,-1623.0
1407241363674.0,-23434.0,-1602.0
1407241363685.0,1378.0,-1612.0
1407241363707.0,-70798.0,-1611.0
1407241363708.0,1124.0,-1630.0
1407241363726.0,-65610.0,-1633.0
1407241363753.0,714.0,-1627.0
1407241363785.0,-890.0,-1615.0
1407241363797.0,6683.0,-1624.0
1407241363818.0,105.0,-1624.0
1407241363846.0,1378.0,-1617.0
1407241363865.0,50413.0,-1618.0
1407241363905.0,-23434.0,-1599.0
1407241363926.0,1124.0,-1599.0
1407241363928.0,-70798.0,-1617.0
1407241363958.0,-65610.0,-1608.0
1407241363972.0,-890.0,-1615.0
1407241363993.0,714.0,-1615.0
1407241364000.0,6683.0,-1628.0
1407241364025.0,50413.0,-1624.0
1407241364033.0,105.0,-1637.0
1407241364077.0,1378.0,-1613.0
1407241364106.0,-23434.0,-1605.0
1407241364107.0,1124.0,-1625.0
1407241364116.0,-70798.0,-1637.0
1407241364146.0,714.0,-1627.0
1407241364184.0,-890.0,-1610.0
1407241364191.0,-65610.0,-1624.0
1407241364203.0,6683.0,-1632.0
1407241364223.0,50413.0,-1633.0
1407241364248.0,105.0,-1629.0
1407241364253.0,1378.0,-1645.0
1407241364287.0,-23434.0,-1631.0
1407241364305.0,1124.0,-1634.0
1407241364310.0,-890.0,-1650.0
1407241364318.0,-70798.0,-1662.0
1407241364367.0,714.0,-1634.0
1407241364390.0,-65610.0,-1632.0
1407241364392.0,6683.0,-1651.0
1407241364431.0,105.0,-1632.0
1407241364461.0,1378.0,-1623.0
1407241364462.0,50413.0,-1643.0
1407241364481.0,-23434.0,-1644.0
1407241364508.0,1124.0,-1638.0
1407241364521.0,-70798.0,-1646.0
1407241364564.0,714.0,-1624.0
1407241364591.0,-65610.0,-1617.0
1407241364593.0,-890.0,-1636.0
1407241364650.0,1378.0,-1600.0
1407241364655.0,105.0,-1615.0
1407241364667.0,50413.0,-1624.0
1407241364708.0,-23434.0,-1604.0
1407241364718.0,1124.0,-1615.0
1407241364724.0,-70798.0,-1629.0
1407241364778.0,-890.0,-1596.0
1407241364791.0,714.0,-1604.0
1407241364792.0,50413.0,-1623.0
1407241364795.0,-65610.0,-1641.0
1407241364833.0,1378.0,-1624.0
1407241364842.0,105.0,-1636.0
1407241364858.0,-23434.0,-1640.0
1407241364905.0,1124.0,-1614.0
1407241364909.0,-70798.0,-1631.0
1407241364925.0,-890.0,-1635.0
1407241364927.0,-65610.0,-1654.0
1407241364963.0,714.0,-1639.0
1407241364993.0,105.0,-1630.0
1407241364998.0,50413.0,-1645.0
1407241365036.0,6683.0,-1628.0
1407241365050.0,1378.0,-1635.0
1407241365053.0,-23434.0,-1652.0
1407241365105.0,6683.0,-1621.0
1407241365110.0,1124.0,-1637.0
1407241365114.0,-70798.0,-1654.0
1407241365161.0,-890.0,-1627.0
1407241365201.0,714.0,-1608.0
1407241365214.0,6683.0,-1616.0
1407241365217.0,-65610.0,-1633.0
1407241365257.0,50413.0,-1614.0
1407241365274.0,105.0,-1618.0
1407241365281.0,6683.0,-1632.0
1407241365306.0,1378.0,-1627.0
1407241365310.0,1124.0,-1644.0
1407241365317.0,-23434.0,-1658.0
1407241365387.0,-70798.0,-1608.0
1407241365388.0,714.0,-1628.0
1407241365396.0,-890.0,-1641.0
1407241365418.0,-65610.0,-1639.0
1407241365444.0,6683.0,-1634.0
1407241365468.0,1378.0,-1631.0
1407241365506.0,105.0,-1614.0
1407241365520.0,50413.0,-1620.0
1407241365525.0,-23434.0,-1636.0
1407241365561.0,1124.0,-1621.0
1407241365577.0,-70798.0,-1625.0
1407241365591.0,-890.0,-1632.0
1407241365614.0,-65610.0,-1630.0
1407241365633.0,714.0,-1632.0
1407241365648.0,6683.0,-1637.0
1407241365702.0,50413.0,-1604.0
1407241365706.0,1378.0,-1621.0
1407241365708.0,105.0,-1639.0
1407241365722.0,-23434.0,-1646.0
1407241365756.0,-70798.0,-1633.0
1407241365792.0,1124.0,-1618.0
1407241365794.0,6683.0,-1636.0
1407241365820.0,-890.0,-1631.0
1407241365844.0,-65610.0,-1628.0
1407241365863.0,714.0,-1629.0
1407241365905.0,50413.0,-1608.0
1407241365908.0,105.0,-1626.0
1407241365914.0,-23434.0,-1641.0
1407241365925.0,1378.0,-1650.0
1407241365981.0,1124.0,-1615.0
1407241365997.0,-70798.0,-1620.0
1407241366025.0,-65610.0,-1612.0
1407241366045.0,-890.0,-1613.0
1407241366057.0,714.0,-1622.0
1407241366089.0,6683.0,-1611.0
1407241366105.0,50413.0,-1615.0
1407241366107.0,105.0,-1634.0
1407241366128.0,-23434.0,-1634.0
1407241366163.0,1378.0,-1619.0
1407241366191.0,-70798.0,-1612.0
1407241366199.0,1124.0,-1625.0
1407241366227.0,-65610.0,-1618.0
1407241366240.0,-890.0,-1625.0
1407241366256.0,714.0,-1630.0
1407241366305.0,6683.0,-1602.0
1407241366306.0,50413.0,-1621.0
1407241366315.0,1124.0,-1633.0
1407241366355.0,105.0,-1614.0
1407241366363.0,1378.0,-1627.0
1407241366393.0,-23434.0,-1617.0
1407241366402.0,-70798.0,-1629.0
1407241366417.0,-65610.0,-1635.0
1407241366433.0,-890.0,-1639.0
1407241366477.0,714.0,-1616.0
1407241366494.0,6683.0,-1620.0
1407241366505.0,105.0,-1630.0
1407241366508.0,50413.0,-1647.0
1407241366518.0,1378.0,-1658.0
1407241366582.0,-23434.0,-1615.0
1407241366589.0,1124.0,-1628.0
1407241366615.0,-70798.0,-1623.0
1407241366624.0,714.0,-1635.0
1407241366654.0,-65610.0,-1626.0
1407241366657.0,-890.0,-1643.0
1407241366705.0,6683.0,-1616.0
1407241366708.0,50413.0,-1634.0
1407241366714.0,105.0,-1648.0
1407241366721.0,-23434.0,-1662.0
1407241366762.0,1378.0,-1642.0
1407241366792.0,1124.0,-1633.0
1407241366836.0,-890.0,-1609.0
1407241366846.0,-70798.0,-1620.0
1407241366856.0,-65610.0,-1631.0
1407241366905.0,714.0,-1602.0
1407241366910.0,6683.0,-1618.0
1407241366924.0,50413.0,-1625.0
1407241366953.0,105.0,-1617.0
1407241366954.0,1378.0,-1636.0
1407241366993.0,-23434.0,-1618.0
1407241366995.0,1124.0,-1637.0
1407241367025.0,-65610.0,-1627.0
1407241367039.0,-70798.0,-1634.0
1407241367055.0,-890.0,-1639.0
1407241367105.0,1378.0,-1609.0
1407241367106.0,714.0,-1629.0
1407241367126.0,6683.0,-1630.0
1407241367180.0,50413.0,-1597.0
1407241367198.0,-70798.0,-1599.0
1407241367199.0,105.0,-1619.0
1407241367221.0,-23434.0,-1618.0
1407241367248.0,1124.0,-1611.0
1407241367257.0,-890.0,-1623.0
1407241367306.0,-65610.0,-1595.0
1407241367307.0,714.0,-1615.0
1407241367314.0,105.0,-1628.0
1407241367323.0,6683.0,-1640.0
1407241367361.0,50413.0,-1623.0
1407241367397.0,-23434.0,-1607.0
1407241367401.0,-70798.0,-1624.0
1407241367434.0,1378.0,-1612.0
1407241367455.0,1124.0,-1612.0
1407241367462.0,-890.0,-1625.0
1407241367484.0,-65610.0,-1624.0
1407241367506.0,714.0,-1623.0
1407241367511.0,6683.0,-1638.0
1407241367516.0,50413.0,-1654.0
1407241367559.0,105.0,-1632.0
1407241367588.0,-70798.0,-1624.0
1407241367591.0,1378.0,-1641.0
1407241367619.0,-23434.0,-1634.0
1407241367633.0,1124.0,-1641.0
1407241367646.0,-65610.0,-1648.0
1407241367703.0,-890.0,-1612.0
1407241367706.0,714.0,-1630.0
1407241367719.0,6683.0,-1638.0
1407241367780.0,50413.0,-1597.0
1407241367784.0,1378.0,-1614.0
1407241367791.0,-70798.0,-1628.0
1407241367792.0,105.0,-1647.0
1407241367815.0,-23434.0,-1645.0
1407241367839.0,1124.0,-1642.0
1407241367867.0,50413.0,-1635.0
1407241367905.0,-890.0,-1617.0
1407241367910.0,-65610.0,-1633.0
1407241367922.0,6683.0,-1642.0
1407241367957.0,1378.0,-1627.0
1407241367962.0,714.0,-1643.0
1407241367993.0,105.0,-1633.0
1407241368042.0,-890.0,-1605.0
1407241368045.0,-23434.0,-1622.0
1407241368072.0,-70798.0,-1616.0
1407241368085.0,1124.0,-1624.0
1407241368105.0,-890.0,-1624.0
1407241368106.0,-65610.0,-1644.0
1407241368125.0,50413.0,-1646.0
1407241368159.0,6683.0,-1633.0
1407241368193.0,105.0,-1619.0
1407241368196.0,-70798.0,-1637.0
1407241368218.0,714.0,-1636.0
1407241368260.0,1378.0,-1614.0
1407241368262.0,-23434.0,-1633.0
1407241368281.0,1124.0,-1635.0
1407241368306.0,-890.0,-1631.0
1407241368328.0,714.0,-1629.0
1407241368375.0,-65610.0,-1603.0
1407241368392.0,6683.0,-1607.0
1407241368399.0,-23434.0,-1620.0
1407241368414.0,50413.0,-1626.0
1407241368457.0,105.0,-1604.0
1407241368467.0,1378.0,-1615.0
1407241368506.0,-70798.0,-1596.0
1407241368508.0,-70798.0,-1615.0
1407241368515.0,714.0,-1629.0
1407241368556.0,1124.0,-1608.0
1407241368600.0,-65610.0,-1585.0
1407241368602.0,1378.0,-1604.0
1407241368606.0,6683.0,-1621.0
1407241368620.0,50413.0,-1627.0
1407241368631.0,105.0,-1637.0
1407241368633.0,-23434.0,-1656.0
1407241368716.0,1124.0,-1593.0
1407241368718.0,714.0,-1612.0
1407241368725.0,-65610.0,-1626.0
1407241368761.0,-890.0,-1610.0
1407241368789.0,1378.0,-1603.0
1407241368805.0,6683.0,-1608.0
1407241368825.0,50413.0,-1609.0
1407241368833.0,105.0,-1621.0
1407241368857.0,-23434.0,-1618.0
1407241368906.0,1124.0,-1590.0
1407241368907.0,-65610.0,-1609.0
1407241368909.0,-70798.0,-1628.0
1407241368920.0,105.0,-1638.0
1407241368981.0,-890.0,-1598.0
1407241368992.0,714.0,-1607.0
1407241368994.0,6683.0,-1626.0
1407241369031.0,1378.0,-1610.0
1407241369046.0,50413.0,-1615.0
1407241369055.0,-23434.0,-1627.0
1407241369081.0,-70798.0,-1622.0
1407241369102.0,1124.0,-1622.0
1407241369108.0,-65610.0,-1636.0
1407241369123.0,-890.0,-1642.0
1407241369157.0,714.0,-1629.0
1407241369192.0,50413.0,-1614.0
1407241369195.0,6683.0,-1632.0
1407241369245.0,-23434.0,-1603.0
1407241369246.0,1378.0,-1623.0
1407241369255.0,105.0,-1634.0
1407241369309.0,-70798.0,-1601.0
1407241369310.0,1124.0,-1621.0
1407241369326.0,714.0,-1625.0
1407241369362.0,-890.0,-1610.0
1407241369381.0,-65610.0,-1612.0
1407241369393.0,1378.0,-1621.0
1407241369397.0,50413.0,-1637.0
1407241369422.0,6683.0,-1633.0
1407241369448.0,105.0,-1628.0
1407241369450.0,-23434.0,-1646.0
1407241369505.0,1124.0,-1612.0
1407241369508.0,-70798.0,-1630.0
1407241369529.0,-890.0,-1630.0
1407241369548.0,-65610.0,-1631.0
1407241369578.0,714.0,-1622.0
1407241369600.0,1378.0,-1621.0
1407241369603.0,50413.0,-1638.0
1407241369639.0,6683.0,-1623.0
1407241369644.0,105.0,-1639.0
1407241369661.0,-23434.0,-1643.0
1407241369686.0,-70798.0,-1638.0
1407241369706.0,-890.0,-1639.0
1407241369708.0,1124.0,-1658.0
1407241369716.0,714.0,-1670.0
1407241369754.0,-65610.0,-1653.0
1407241369796.0,6683.0,-1632.0
1407241369803.0,50413.0,-1646.0
1407241369821.0,105.0,-1648.0
1407241369855.0,-23434.0,-1635.0
1407241369884.0,1124.0,-1627.0
1407241369906.0,-70798.0,-1625.0
1407241369910.0,1378.0,-1642.0
1407241369919.0,-890.0,-1654.0
1407241369956.0,714.0,-1638.0
1407241369990.0,105.0,-1624.0
1407241369994.0,-65610.0,-1641.0
1407241370023.0,1378.0,-1633.0
1407241370041.0,50413.0,-1635.0
1407241370060.0,-23434.0,-1637.0
1407241370107.0,6683.0,-1611.0
1407241370110.0,-70798.0,-1629.0
1407241370122.0,1124.0,-1637.0
1407241370179.0,-890.0,-1601.0
1407241370191.0,-65610.0,-1610.0
1407241370193.0,714.0,-1628.0
1407241370196.0,6683.0,-1646.0
1407241370224.0,50413.0,-1639.0
1407241370234.0,105.0,-1650.0
1407241370238.0,1378.0,-1666.0
1407241370305.0,-23434.0,-1620.0
1407241370317.0,1124.0,-1629.0
1407241370324.0,-70798.0,-1642.0
1407241370326.0,-890.0,-1661.0
1407241370357.0,-65610.0,-1651.0
1407241370396.0,714.0,-1632.0
1407241370397.0,1378.0,-1652.0
1407241370419.0,50413.0,-1651.0
1407241370458.0,6683.0,-1633.0
1407241370464.0,105.0,-1647.0
1407241370505.0,-23434.0,-1627.0
1407241370507.0,-70798.0,-1646.0
1407241370527.0,1124.0,-1646.0
1407241370559.0,-890.0,-1635.0
1407241370591.0,714.0,-1624.0
1407241370599.0,-65610.0,-1637.0
1407241370633.0,50413.0,-1623.0
1407241370650.0,105.0,-1627.0
1407241370654.0,6683.0,-1644.0
1407241370681.0,-23434.0,-1637.0
1407241370706.0,1378.0,-1633.0
1407241370711.0,1124.0,-1649.0
1407241370714.0,-70798.0,-1667.0
1407241370783.0,714.0,-1618.0
1407241370797.0,-890.0,-1625.0
1407241370801.0,-65610.0,-1642.0
1407241370828.0,6683.0,-1635.0
1407241370837.0,105.0,-1647.0
1407241370844.0,50413.0,-1661.0
1407241370906.0,1378.0,-1620.0
1407241370910.0,-70798.0,-1636.0
1407241370917.0,-23434.0,-1650.0
1407241370955.0,1124.0,-1633.0
1407241370989.0,-890.0,-1619.0
1407241371017.0,-65610.0,-1612.0
1407241371022.0,1378.0,-1628.0
1407241371029.0,714.0,-1642.0
1407241371060.0,6683.0,-1631.0
1407241371106.0,105.0,-1606.0
1407241371110.0,-23434.0,-1623.0
1407241371120.0,50413.0,-1633.0
1407241371123.0,1124.0,-1651.0
1407241371158.0,-70798.0,-1637.0
1407241371191.0,-890.0,-1625.0
1407241371236.0,-65610.0,-1600.0
1407241371251.0,714.0,-1606.0
1407241371262.0,1378.0,-1616.0
1407241371305.0,105.0,-1593.0
1407241371310.0,6683.0,-1609.0
1407241371311.0,50413.0,-1629.0
1407241371323.0,-23434.0,-1638.0
1407241371383.0,-70798.0,-1598.0
1407241371393.0,1124.0,-1609.0
1407241371394.0,-890.0,-1629.0
1407241371419.0,-65610.0,-1624.0
1407241371433.0,714.0,-1631.0
1407241371457.0,50413.0,-1628.0
1407241371480.0,105.0,-1626.0
1407241371508.0,6683.0,-1618.0
1407241371526.0,-23434.0,-1621.0
1407241371537.0,1124.0,-1631.0
1407241371557.0,-70798.0,-1631.0
1407241371597.0,1378.0,-1612.0
1407241371601.0,714.0,-1629.0
1407241371618.0,-890.0,-1633.0
1407241371636.0,-65610.0,-1635.0
1407241371668.0,6683.0,-1624.0
1407241371690.0,50413.0,-1623.0
1407241371708.0,105.0,-1625.0
1407241371728.0,1378.0,-1626.0
1407241371754.0,-23434.0,-1621.0
1407241371773.0,-70798.0,-1623.0
1407241371795.0,1124.0,-1621.0
1407241371800.0,-65610.0,-1637.0
1407241371820.0,714.0,-1638.0
1407241371861.0,-890.0,-1617.0
1407241371864.0,6683.0,-1635.0
1407241371905.0,1378.0,-1615.0
1407241371909.0,105.0,-1632.0
1407241371916.0,50413.0,-1645.0
1407241371926.0,-23434.0,-1656.0
1407241371983.0,-70798.0,-1620.0
1407241371994.0,-890.0,-1629.0
1407241372003.0,1124.0,-1641.0
1407241372031.0,-65610.0,-1634.0
